Duration_Seconds,Min_IOPS
13.9400,33912.00
13.9500,33911.00
13.9600,33910.00
13.9700,33909.00
13.9800,33908.00
13.9900,33906.50
14.0000,33905.00
14.0100,33904.00
14.0200,33903.00
14.0300,33902.00
14.0400,33901.00
14.0500,33900.00
14.0600,33898.50
14.0700,33897.00
14.0800,33896.00
14.0900,33895.00
14.1000,33894.00
14.1100,33893.00
14.1200,33891.50
14.1300,33890.00
14.1400,33889.00
14.1500,33888.00
14.1600,33887.00
14.1700,33885.50
14.1800,33884.00
14.1900,33883.00
14.2000,33882.00
14.2100,33881.00
14.2200,33880.00
14.2300,33879.00
14.2400,33877.50
14.2500,33876.00
14.2600,33875.00
14.2700,33874.00
14.2800,33873.00
14.2900,33872.00
14.3000,33870.50
14.3100,33869.00
14.3200,33868.00
14.3300,33867.00
14.3400,33866.00
14.3500,33865.00
14.3600,33864.00
14.3700,33863.00
14.3800,33861.50
14.3900,33860.00
14.4000,33859.00
14.4100,33858.00
14.4200,33857.00
14.4300,33855.50
14.4400,33854.00
14.4500,33853.00
14.4600,33852.00
14.4700,33851.00
14.4800,33850.00
14.4900,33849.00
14.5000,33848.00
14.5100,33846.50
14.5200,33845.00
14.5300,33844.00
14.5400,33843.00
14.5500,33842.00
14.5600,33841.00
14.5700,33840.00
14.5800,33838.50
14.5900,33837.00
14.6000,33836.00
14.6100,33835.00
14.6200,33834.00
14.6300,33833.00
14.6400,33831.50
14.6500,33830.00
14.6600,33829.00
14.6700,33828.00
14.6800,33827.00
14.6900,33826.00
14.7000,33825.00
14.7100,33824.00
14.7200,33823.00
14.7300,33822.00
14.7400,33820.50
14.7500,33819.00
14.7600,33818.00
14.7700,33817.00
14.7800,33816.00
14.7900,33815.00
14.8000,33814.00
14.8100,33813.00
14.8200,33812.00
14.8300,33810.50
14.8400,33809.00
14.8500,33808.00
14.8600,33807.00
14.8700,33806.00
14.8800,33805.00
14.8900,33804.00
14.9000,33803.00
14.9100,33802.00
14.9200,33801.00
14.9300,33800.00
14.9400,33798.50
14.9600,33796.50
14.9700,33795.00
14.9800,33794.00
14.9900,33793.00
15.0000,33792.00
15.0100,33791.00
15.0200,33790.00
15.0300,33789.00
15.0400,33788.00
15.0500,33786.50
15.0600,33785.00
15.0700,33784.00
15.0800,33783.00
15.0900,33782.00
15.1000,33781.00
15.1100,33780.00
15.1200,33779.00
15.1300,33778.00
15.1400,33777.00
15.1500,33776.00
15.1600,33775.00
15.1700,33773.50
15.1800,33772.00
15.1900,33771.00
15.2000,33770.00
15.2100,33769.00
15.2200,33768.00
15.2300,33767.00
15.2400,33766.00
15.2500,33765.00
15.2600,33763.50
15.2700,33762.00
15.2800,33761.00
15.2900,33760.00
15.3000,33759.00
15.3100,33758.00
15.3200,33757.00
15.3300,33756.00
15.3400,33755.00
15.3500,33754.00
15.3600,33753.00
15.3700,33752.00
15.3800,33751.00
15.3900,33750.00
15.4000,33748.50
15.4100,33747.00
15.4200,33746.00
15.4300,33745.00
15.4400,33744.00
15.4500,33743.00
15.4600,33742.00
15.4700,33741.00
15.4800,33740.00
15.4900,33739.00
15.5000,33738.00
15.5100,33737.00
15.5200,33736.00
15.5300,33734.50
15.5400,33733.00
15.5500,33732.00
15.5600,33731.00
15.5700,33730.00
15.5800,33729.00
15.5900,33728.00
15.6000,33727.00
15.6100,33726.00
15.6200,33725.00
15.6300,33724.00
15.6400,33723.00
15.6500,33722.00
15.6600,33721.00
15.6700,33720.00
15.6800,33719.00
15.6900,33718.00
15.7000,33716.50
15.7100,33715.00
15.7200,33714.00
15.7300,33713.00
15.7400,33712.00
15.7500,33711.00
15.7600,33710.00
15.7700,33709.00
15.7800,33708.00
15.7900,33707.00
15.8000,33706.00
15.8100,33705.00
15.8200,33704.00
15.8300,33703.00
15.8400,33701.50
15.8500,33700.00
15.8600,33699.00
15.8700,33698.00
15.8800,33697.00
15.8900,33696.00
15.9000,33695.00
15.9100,33694.00
15.9200,33693.00
15.9300,33692.00
15.9400,33691.00
15.9500,33689.50
15.9600,33688.00
15.9700,33687.00
15.9800,33686.00
15.9900,33685.00
16.0000,33684.00
16.0100,33683.00
16.0200,33682.00
16.0300,33681.00
16.0400,33680.00
16.0500,33679.00
16.0600,33678.00
16.0700,33677.00
16.0800,33676.00
16.0900,33675.00
16.1000,33673.50
16.1100,33672.00
16.1200,33671.00
16.1300,33670.00
16.1400,33669.00
16.1500,33668.00
16.1600,33667.00
16.1700,33666.00
16.1800,33665.00
16.1900,33664.00
16.2000,33663.00
16.2100,33662.00
16.2200,33661.00
16.2300,33660.00
16.2400,33659.00
16.2500,33658.00
16.2600,33657.00
16.2700,33656.00
16.2800,33655.00
16.2900,33654.00
16.3000,33653.00
16.3100,33651.50
16.3200,33650.00
16.3300,33649.00
16.3400,33648.00
16.3500,33647.00
16.3700,33646.00
16.3800,33645.00
16.3900,33644.00
16.4000,33642.50
16.4100,33641.00
16.4200,33640.00
16.4300,33639.00
16.4400,33638.00
16.4500,33637.00
16.4600,33636.00
16.4700,33635.00
16.4800,33634.00
16.4900,33633.00
16.5000,33632.00
16.5100,33631.00
16.5200,33630.00
16.5300,33629.00
16.5400,33628.00
16.5500,33627.00
16.5600,33626.00
16.5700,33625.00
16.5800,33624.00
16.5900,33623.00
16.6000,33622.00
16.6100,33621.00
16.6200,33620.00
16.6300,33619.00
16.6400,33618.00
16.6500,33617.00
16.6600,33615.50
16.6700,33614.00
16.6800,33613.00
16.6900,33612.00
16.7000,33611.00
16.7100,33610.00
16.7200,33609.00
16.7300,33608.00
16.7400,33607.00
16.7500,33606.00
16.7600,33605.00
16.7700,33604.00
16.7800,33603.00
16.7900,33602.00
16.8000,33601.00
16.8100,33600.00
16.8200,33599.00
16.8300,33598.00
16.8400,33597.00
16.8500,33596.00
16.8600,33595.00
16.8700,33594.00
16.8800,33592.50
16.8900,33591.00
16.9000,33590.00
16.9100,33589.00
16.9200,33588.00
16.9300,33587.00
16.9400,33586.00
16.9500,33585.00
16.9600,33584.00
16.9700,33583.00
16.9800,33582.00
16.9900,33581.00
17.0000,33580.00
17.0100,33579.00
17.0200,33578.00
17.0300,33577.00
17.0400,33576.00
17.0500,33575.00
17.0600,33574.00
17.0700,33573.00
17.0800,33572.00
17.0900,33571.00
17.1000,33570.00
17.1100,33569.00
17.1200,33568.00
17.1300,33567.00
17.1400,33566.00
17.1500,33565.00
17.1600,33564.00
17.1700,33563.00
17.1800,33562.00
17.1900,33561.00
17.2000,33560.00
17.2100,33559.00
17.2200,33558.00
17.2300,33557.00
17.2400,33556.00
17.2500,33555.00
17.2600,33554.00
17.2700,33553.00
17.2800,33552.00
17.2900,33551.00
17.3000,33550.00
17.3100,33549.00
17.3200,33548.00
17.3300,33547.00
17.3400,33546.00
17.3500,33545.00
17.3600,33544.00
17.3700,33543.00
17.3800,33542.00
17.3900,33541.00
17.4000,33540.00
17.4100,33539.00
17.4200,33538.00
17.4300,33537.00
17.4400,33536.00
17.4500,33535.00
17.4600,33534.00
17.4700,33533.00
17.4800,33532.00
17.4900,33531.00
17.5000,33530.00
17.5100,33529.00
17.5200,33528.00
17.5300,33527.00
17.5400,33526.00
17.5500,33525.00
17.5600,33524.00
17.5700,33523.00
17.5800,33522.00
17.5900,33521.00
17.6000,33520.00
17.6100,33519.00
17.6200,33518.00
17.6300,33517.00
17.6400,33516.00
17.6500,33515.00
17.6600,33514.00
17.6700,33513.00
17.6800,33512.00
17.6900,33511.00
17.7000,33510.00
17.7100,33509.00
17.7200,33508.00
17.7300,33507.00
17.7400,33506.00
17.7500,33505.00
17.7600,33504.00
17.7700,33503.00
17.7800,33502.00
17.7900,33501.00
17.8100,33500.00
17.8200,33499.00
17.8300,33498.00
17.8400,33497.00
17.8500,33496.00
17.8600,33495.00
17.8700,33494.00
17.8800,33493.00
17.8900,33492.00
17.9000,33491.00
17.9100,33490.00
17.9200,33489.00
17.9300,33488.00
17.9400,33487.00
17.9500,33486.00
17.9600,33485.00
17.9700,33484.00
17.9800,33483.00
17.9900,33482.00
18.0000,33481.00
18.0100,33480.00
18.0200,33479.00
18.0300,33478.00
18.0500,33477.00
18.0600,33476.00
18.0700,33475.00
18.0800,33474.00
18.0900,33473.00
18.1000,33472.00
18.1100,33471.00
18.1200,33470.00
18.1300,33469.00
18.1400,33468.00
18.1500,33467.00
18.1600,33466.00
18.1700,33465.00
18.1800,33464.00
18.1900,33463.00
18.2000,33462.00
18.2100,33461.00
18.2200,33460.00
18.2300,33459.00
18.2400,33458.00
18.2600,33457.00
18.2700,33456.00
18.2800,33455.00
18.2900,33454.00
18.3000,33453.00
18.3100,33452.00
18.3200,33451.00
18.3300,33450.00
18.3400,33449.00
18.3500,33448.00
18.3600,33447.00
18.3700,33446.00
18.3800,33445.00
18.4000,33444.00
18.4100,33442.50
18.4300,33441.00
18.4400,33440.00
18.4500,33439.00
18.4600,33438.00
18.4700,33437.00
18.4800,33436.00
18.4900,33435.00
18.5000,33434.00
18.5100,33433.00
18.5200,33432.00
18.5300,33431.00
18.5500,33430.00
18.5600,33429.00
18.5700,33428.00
18.5800,33427.00
18.5900,33426.00
18.6000,33425.00
18.6100,33424.00
18.6200,33423.00
18.6300,33422.00
18.6400,33421.00
18.6500,33420.00
18.6600,33419.00
18.6700,33418.00
18.6800,33417.00
18.6900,33416.00
18.7000,33415.00
18.7100,33414.00
18.7300,33413.00
18.7400,33412.00
18.7500,33411.00
18.7600,33410.00
18.7700,33409.00
18.7800,33408.00
18.7900,33407.00
18.8000,33406.00
18.8100,33405.00
18.8200,33404.00
18.8300,33403.00
18.8400,33402.00
18.8500,33401.00
18.8600,33400.00
18.8800,33399.00
18.8900,33398.00
18.9000,33397.00
18.9100,33396.00
18.9200,33395.00
18.9300,33394.00
18.9400,33393.00
18.9500,33392.00
18.9600,33391.00
18.9700,33390.00
18.9800,33389.00
18.9900,33388.00
19.0000,33387.00
19.0200,33386.00
19.0300,33385.00
19.0400,33384.00
19.0500,33383.00
19.0600,33382.00
19.0700,33381.00
19.0800,33380.00
19.0900,33379.00
19.1000,33378.00
19.1100,33377.00
19.1200,33376.00
19.1300,33375.00
19.1500,33374.00
19.1600,33373.00
19.1700,33372.00
19.1800,33371.00
19.1900,33370.00
19.2000,33369.00
19.2100,33368.00
19.2200,33367.00
19.2300,33366.00
19.2400,33365.00
19.2600,33364.00
19.2700,33363.00
19.2800,33362.00
19.2900,33361.00
19.3000,33360.00
19.3100,33359.00
19.3200,33358.00
19.3300,33357.00
19.3400,33356.00
19.3600,33355.00
19.3700,33354.00
19.3800,33353.00
19.3900,33352.00
19.4000,33351.00
19.4100,33350.00
19.4200,33349.00
19.4300,33348.00
19.4400,33347.00
19.4500,33346.00
19.4700,33344.50
19.4800,33343.00
19.4900,33342.00
19.5100,33341.00
19.5200,33340.00
19.5300,33339.00
19.5400,33338.00
19.5500,33337.00
19.5600,33336.00
19.5700,33335.00
19.5800,33334.00
19.5900,33333.00
19.6000,33332.00
19.6200,33331.00
19.6300,33330.00
19.6400,33329.00
19.6500,33328.00
19.6600,33327.00
19.6700,33326.00
19.6800,33325.00
19.6900,33324.00
19.7000,33323.00
19.7200,33322.00
19.7300,33321.00
19.7400,33320.00
19.7500,33319.00
19.7600,33318.00
19.7700,33317.00
19.7800,33316.00
19.8000,33315.00
19.8100,33314.00
19.8200,33313.00
19.8300,33312.00
19.8400,33311.00
19.8500,33310.00
19.8600,33309.00
19.8700,33308.00
19.8900,33307.00
19.9000,33306.00
19.9100,33305.00
19.9200,33304.00
19.9300,33303.00
19.9400,33302.00
19.9500,33301.00
19.9600,33300.00
19.9700,33299.00
19.9900,33298.00
20.0000,33297.00
20.0100,33296.00
20.0200,33295.00
20.0300,33294.00
20.0400,33293.00
20.0500,33292.00
20.0700,33291.00
20.0800,33290.00
20.0900,33289.00
20.1000,33288.00
20.1100,33287.00
20.1200,33286.00
20.1300,33285.00
20.1400,33284.00
20.1500,33283.00
20.1600,33282.00
20.1800,33281.00
20.1900,33280.00
20.2000,33279.00
20.2100,33278.00
20.2200,33277.00
20.2300,33276.00
20.2400,33275.00
20.2500,33274.00
20.2600,33273.00
20.2800,33272.00
20.2900,33271.00
20.3000,33270.00
20.3100,33269.00
20.3200,33268.00
20.3300,33267.00
20.3400,33266.00
20.3600,33265.00
20.3700,33264.00
20.3800,33263.00
20.3900,33262.00
20.4000,33261.00
20.4200,33260.00
20.4300,33259.00
20.4400,33258.00
20.4500,33257.00
20.4600,33256.00
20.4700,33255.00
20.4800,33254.00
20.4900,33253.00
20.5000,33252.00
20.5200,33251.00
20.5300,33250.00
20.5400,33249.00
20.5500,33248.00
20.5600,33247.00
20.5700,33246.00
20.5800,33245.00
20.5900,33244.00
20.6100,33243.00
20.6200,33242.00
20.6300,33241.00
20.6400,33240.00
20.6500,33239.00
20.6600,33238.00
20.6700,33237.00
20.6800,33236.00
20.7000,33235.00
20.7100,33234.00
20.7200,33233.00
20.7300,33232.00
20.7400,33231.00
20.7500,33230.00
20.7600,33229.00
20.7700,33228.00
20.7800,33227.00
20.7900,33226.00
20.8100,33225.00
20.8200,33224.00
20.8300,33223.00
20.8400,33222.00
20.8600,33221.00
20.8700,33220.00
20.8800,33219.00
20.8900,33218.00
20.9000,33217.00
20.9100,33216.00
20.9200,33215.00
20.9400,33214.00
20.9500,33213.00
20.9600,33212.00
20.9700,33211.00
20.9800,33210.00
20.9900,33209.00
21.0000,33208.00
21.0200,33207.00
21.0300,33206.00
21.0400,33205.00
21.0500,33204.00
21.0600,33203.00
21.0700,33202.00
21.0900,33201.00
21.1000,33200.00
21.1100,33199.00
21.1200,33198.00
21.1300,33197.00
21.1500,33196.00
21.1600,33195.00
21.1700,33194.00
21.1800,33193.00
21.1900,33192.00
21.2000,33191.00
21.2100,33190.00
21.2300,33189.00
21.2400,33188.00
21.2500,33187.00
21.2600,33186.00
21.2800,33185.00
21.2900,33184.00
21.3000,33183.00
21.3100,33182.00
21.3200,33181.00
21.3300,33180.00
21.3400,33179.00
21.3600,33178.00
21.3700,33177.00
21.3800,33176.00
21.3900,33175.00
21.4000,33174.00
21.4100,33173.00
21.4300,33172.00
21.4400,33171.00
21.4500,33170.00
21.4600,33169.00
21.4700,33168.00
21.4900,33167.00
21.5000,33166.00
21.5100,33165.00
21.5200,33164.00
21.5300,33163.00
21.5500,33162.00
21.5600,33161.00
21.5700,33160.00
21.5800,33159.00
21.5900,33158.00
21.6100,33157.00
21.6200,33156.00
21.6300,33155.00
21.6400,33154.00
21.6500,33153.00
21.6600,33152.00
21.6800,33151.00
21.6900,33150.00
21.7000,33149.00
21.7100,33148.00
21.7200,33147.00
21.7300,33146.00
21.7400,33145.00
21.7500,33144.00
21.7700,33143.00
21.7800,33142.00
21.7900,33141.00
21.8000,33140.00
21.8100,33139.00
21.8300,33138.00
21.8400,33137.00
21.8500,33136.00
21.8600,33135.00
21.8700,33134.00
21.8800,33133.00
21.9000,33132.00
21.9100,33131.00
21.9200,33130.00
21.9300,33129.00
21.9500,33128.00
21.9600,33127.00
21.9700,33126.00
21.9800,33125.00
21.9900,33124.00
22.0100,33123.00
22.0200,33122.00
22.0300,33121.00
22.0400,33120.00
22.0500,33119.00
22.0700,33118.00
22.0800,33117.00
22.0900,33116.00
22.1000,33115.00
22.1100,33114.00
22.1200,33113.00
22.1400,33112.00
22.1500,33111.00
22.1600,33110.00
22.1700,33109.00
22.1800,33108.00
22.2000,33107.00
22.2100,33106.00
22.2200,33105.00
22.2300,33104.00
22.2500,33103.00
22.2600,33102.00
22.2700,33101.00
22.2800,33100.00
22.3000,33099.00
22.3100,33098.00
22.3200,33097.00
22.3300,33096.00
22.3400,33095.00
22.3600,33094.00
22.3700,33093.00
22.3800,33092.00
22.3900,33091.00
22.4000,33090.00
22.4200,33089.00
22.4300,33088.00
22.4400,33087.00
22.4500,33086.00
22.4600,33085.00
22.4800,33084.00
22.4900,33083.00
22.5000,33082.00
22.5100,33081.00
22.5200,33080.00
22.5400,33079.00
22.5500,33078.00
22.5600,33077.00
22.5700,33076.00
22.5800,33075.00
22.6000,33074.00
22.6100,33073.00
22.6200,33072.00
22.6300,33071.00
22.6400,33070.00
22.6600,33069.00
22.6700,33068.00
22.6800,33067.00
22.6900,33066.00
22.7000,33065.00
22.7100,33064.00
22.7300,33063.00
22.7400,33062.00
22.7500,33061.00
22.7600,33060.00
22.7800,33059.00
22.7900,33058.00
22.8000,33057.00
22.8100,33056.00
22.8200,33055.00
22.8400,33054.00
22.8500,33053.00
22.8600,33052.00
22.8700,33051.00
22.8800,33050.00
22.9000,33049.00
22.9100,33048.00
22.9200,33047.00
22.9400,33046.00
22.9500,33045.00
22.9600,33044.00
22.9700,33043.00
22.9800,33042.00
23.0000,33041.00
23.0100,33040.00
23.0200,33039.00
23.0300,33038.00
23.0400,33037.00
23.0600,33036.00
23.0700,33035.00
23.0800,33034.00
23.0900,33033.00
23.1100,33032.00
23.1200,33031.00
23.1300,33030.00
23.1400,33029.00
23.1500,33028.00
23.1700,33027.00
23.1800,33026.00
23.1900,33025.00
23.2000,33024.00
23.2100,33023.00
23.2300,33022.00
23.2400,33021.00
23.2500,33020.00
23.2600,33019.00
23.2800,33018.00
23.2900,33017.00
23.3000,33016.00
23.3100,33015.00
23.3200,33014.00
23.3300,33013.00
23.3500,33012.00
23.3600,33011.00
23.3700,33010.00
23.3800,33009.00
23.4000,33008.00
23.4100,33007.00
23.4200,33006.00
23.4300,33005.00
23.4500,33004.00
23.4600,33003.00
23.4700,33002.00
23.4800,33001.00
23.5000,33000.00
23.5100,32999.00
23.5200,32998.00
23.5300,32997.00
23.5400,32996.00
23.5600,32995.00
23.5700,32994.00
23.5800,32993.00
23.6000,32992.00
23.6100,32991.00
23.6200,32990.00
23.6300,32989.00
23.6500,32988.00
23.6600,32987.00
23.6700,32986.00
23.6900,32985.00
23.7000,32984.00
23.7100,32983.00
23.7200,32982.00
23.7300,32981.00
23.7500,32980.00
23.7600,32979.00
23.7700,32978.00
23.7800,32977.00
23.8000,32976.00
23.8100,32975.00
23.8200,32974.00
23.8300,32973.00
23.8400,32972.00
23.8600,32971.00
23.8700,32970.00
23.8900,32969.00
23.9000,32968.00
23.9100,32967.00
23.9200,32966.00
23.9400,32965.00
23.9500,32964.00
23.9600,32963.00
23.9700,32962.00
23.9800,32961.00
24.0000,32960.00
24.0100,32959.00
24.0200,32958.00
24.0400,32957.00
24.0500,32956.00
24.0600,32955.00
24.0700,32954.00
24.0900,32953.00
24.1000,32952.00
24.1100,32951.00
24.1200,32950.00
24.1400,32949.00
24.1500,32948.00
24.1600,32947.00
24.1800,32946.00
24.1900,32945.00
24.2000,32944.00
24.2100,32943.00
24.2200,32942.00
24.2400,32941.00
24.2500,32940.00
24.2600,32939.00
24.2700,32938.00
24.2900,32937.00
24.3000,32936.00
24.3100,32935.00
24.3300,32934.00
24.3400,32933.00
24.3500,32932.00
24.3600,32931.00
24.3700,32930.00
24.3900,32929.00
24.4000,32928.00
24.4100,32927.00
24.4300,32926.00
24.4400,32925.00
24.4500,32924.00
24.4600,32923.00
24.4800,32922.00
24.4900,32921.00
24.5000,32920.00
24.5100,32919.00
24.5300,32918.00
24.5400,32917.00
24.5500,32916.00
24.5600,32915.00
24.5800,32914.00
24.5900,32913.00
24.6000,32912.00
24.6200,32911.00
24.6300,32910.00
24.6400,32909.00
24.6500,32908.00
24.6700,32907.00
24.6800,32906.00
24.7000,32905.00
24.7100,32904.00
24.7200,32903.00
24.7300,32902.00
24.7500,32901.00
24.7600,32900.00
24.7700,32899.00
24.7900,32898.00
24.8000,32897.00
24.8100,32896.00
24.8200,32895.00
24.8400,32894.00
24.8500,32893.00
24.8600,32892.00
24.8700,32891.00
24.8900,32890.00
24.9000,32889.00
24.9200,32888.00
24.9300,32887.00
24.9400,32886.00
24.9600,32885.00
24.9700,32884.00
24.9800,32883.00
25.0000,32882.00
25.0100,32881.00
25.0200,32880.00
25.0300,32879.00
25.0500,32878.00
25.0600,32877.00
25.0700,32876.00
25.0900,32875.00
25.1000,32874.00
25.1100,32873.00
25.1300,32872.00
25.1400,32871.00
25.1500,32870.00
25.1700,32869.00
25.1800,32868.00
25.1900,32867.00
25.2100,32866.00
25.2200,32865.00
25.2300,32864.00
25.2500,32863.00
25.2600,32862.00
25.2800,32861.00
25.2900,32860.00
25.3000,32859.00
25.3200,32858.00
25.3300,32857.00
25.3400,32856.00
25.3500,32855.00
25.3700,32854.00
25.3800,32853.00
25.3900,32852.00
25.4100,32851.00
25.4200,32850.00
25.4300,32849.00
25.4400,32848.00
25.4600,32847.00
25.4700,32846.00
25.4800,32845.00
25.5000,32844.00
25.5100,32843.00
25.5200,32842.00
25.5300,32841.00
25.5500,32840.00
25.5600,32839.00
25.5800,32838.00
25.5900,32837.00
25.6000,32836.00
25.6100,32835.00
25.6300,32834.00
25.6400,32833.00
25.6500,32832.00
25.6700,32831.00
25.6800,32830.00
25.6900,32829.00
25.7100,32828.00
25.7200,32827.00
25.7300,32826.00
25.7500,32825.00
25.7600,32824.00
25.7700,32823.00
25.7900,32822.00
25.8000,32821.00
25.8100,32820.00
25.8200,32819.00
25.8400,32818.00
25.8500,32817.00
25.8600,32816.00
25.8800,32815.00
25.8900,32814.00
25.9000,32813.00
25.9200,32812.00
25.9300,32811.00
25.9400,32810.00
25.9600,32809.00
25.9700,32808.00
25.9800,32807.00
26.0000,32806.00
26.0100,32805.00
26.0200,32804.00
26.0300,32803.00
26.0500,32802.00
26.0600,32801.00
26.0700,32800.00
26.0900,32799.00
26.1000,32798.00
26.1100,32797.00
26.1200,32796.00
26.1400,32795.00
26.1500,32794.00
26.1600,32793.00
26.1800,32792.00
26.1900,32791.00
26.2000,32790.00
26.2200,32789.00
26.2300,32788.00
26.2400,32787.00
26.2600,32786.00
26.2700,32785.00
26.2800,32784.00
26.3000,32783.00
26.3100,32782.00
26.3200,32781.00
26.3400,32780.00
26.3500,32779.00
26.3600,32778.00
26.3700,32777.00
26.3900,32776.00
26.4000,32775.00
26.4100,32774.00
26.4300,32773.00
26.4400,32772.00
26.4500,32771.00
26.4700,32770.00
26.4800,32769.00
26.4900,32768.00
26.5100,32767.00
26.5200,32766.00
26.5300,32765.00
26.5500,32764.00
26.5600,32763.00
26.5700,32762.00
26.5900,32761.00
26.6000,32760.00
26.6200,32759.00
26.6300,32758.00
26.6400,32757.00
26.6600,32756.00
26.6700,32755.00
26.6800,32754.00
26.7000,32753.00
26.7100,32752.00
26.7200,32751.00
26.7300,32750.00
26.7500,32749.00
26.7600,32748.00
26.7800,32747.00
26.7900,32746.00
26.8000,32745.00
26.8200,32744.00
26.8300,32743.00
26.8400,32742.00
26.8600,32741.00
26.8700,32740.00
26.8900,32739.00
26.9000,32738.00
26.9100,32737.00
26.9200,32736.00
26.9400,32735.00
26.9500,32734.00
26.9700,32733.00
26.9800,32732.00
26.9900,32731.00
27.0000,32730.00
27.0200,32729.00
27.0300,32728.00
27.0500,32727.00
27.0600,32726.00
27.0700,32725.00
27.0900,32724.00
27.1000,32723.00
27.1100,32722.00
27.1300,32721.00
27.1400,32720.00
27.1600,32719.00
27.1700,32718.00
27.1800,32717.00
27.2000,32716.00
27.2100,32715.00
27.2200,32714.00
27.2300,32713.00
27.2500,32712.00
27.2600,32711.00
27.2700,32710.00
27.2900,32709.00
27.3000,32708.00
27.3100,32707.00
27.3300,32706.00
27.3400,32705.00
27.3500,32704.00
27.3700,32703.00
27.3800,32702.00
27.3900,32701.00
27.4000,32700.00
27.4200,32699.00
27.4300,32698.00
27.4400,32697.00
27.4600,32696.00
27.4700,32695.00
27.4800,32694.00
27.5000,32693.00
27.5100,32692.00
27.5200,32691.00
27.5400,32690.00
27.5500,32689.00
27.5700,32688.00
27.5800,32687.00
27.5900,32686.00
27.6100,32685.00
27.6200,32684.00
27.6300,32683.00
27.6400,32682.00
27.6600,32681.00
27.6700,32680.00
27.6800,32679.00
27.7000,32678.00
27.7100,32677.00
27.7200,32676.00
27.7400,32675.00
27.7500,32674.00
27.7700,32673.00
27.7800,32672.00
27.7900,32671.00
27.8100,32670.00
27.8200,32669.00
27.8300,32668.00
27.8500,32667.00
27.8600,32666.00
27.8800,32665.00
27.8900,32664.00
27.9000,32663.00
27.9200,32662.00
27.9300,32661.00
27.9400,32660.00
27.9600,32659.00
27.9700,32658.00
27.9900,32657.00
28.0000,32656.00
28.0100,32655.00
28.0300,32654.00
28.0400,32653.00
28.0500,32652.00
28.0700,32651.00
28.0800,32650.00
28.0900,32649.00
28.1100,32648.00
28.1200,32647.00
28.1300,32646.00
28.1500,32645.00
28.1600,32644.00
28.1800,32643.00
28.1900,32642.00
28.2100,32641.00
28.2200,32640.00
28.2300,32639.00
28.2500,32638.00
28.2600,32637.00
28.2800,32636.00
28.2900,32635.00
28.3100,32634.00
28.3200,32633.00
28.3300,32632.00
28.3500,32631.00
28.3600,32630.00
28.3700,32629.00
28.3800,32628.00
28.4000,32627.00
28.4100,32626.00
28.4300,32625.00
28.4400,32624.00
28.4500,32623.00
28.4700,32622.00
28.4800,32621.00
28.4900,32620.00
28.5100,32619.00
28.5200,32618.00
28.5400,32617.00
28.5500,32616.00
28.5600,32615.00
28.5800,32614.00
28.5900,32613.00
28.6100,32612.00
28.6200,32611.00
28.6300,32610.00
28.6500,32609.00
28.6600,32608.00
28.6700,32607.00
28.6900,32606.00
28.7000,32605.00
28.7100,32604.00
28.7300,32603.00
28.7400,32602.00
28.7600,32601.00
28.7700,32600.00
28.7800,32599.00
28.7900,32598.00
28.8100,32597.00
28.8200,32596.00
28.8300,32595.00
28.8500,32594.00
28.8600,32593.00
28.8700,32592.00
28.8900,32591.00
28.9000,32590.00
28.9200,32589.00
28.9300,32588.00
28.9500,32587.00
28.9600,32586.00
28.9700,32585.00
28.9900,32584.00
29.0000,32583.00
29.0200,32582.00
29.0300,32581.00
29.0400,32580.00
29.0600,32579.00
29.0700,32578.00
29.0900,32577.00
29.1000,32576.00
29.1100,32575.00
29.1300,32574.00
29.1400,32573.00
29.1500,32572.00
29.1700,32571.00
29.1800,32570.00
29.1900,32569.00
29.2100,32568.00
29.2200,32567.00
29.2400,32566.00
29.2500,32565.00
29.2600,32564.00
29.2800,32563.00
29.2900,32562.00
29.3100,32561.00
29.3200,32560.00
29.3300,32559.00
29.3500,32558.00
29.3600,32557.00
29.3800,32556.00
29.3900,32555.00
29.4000,32554.00
29.4200,32553.00
29.4300,32552.00
29.4500,32551.00
29.4600,32550.00
29.4800,32549.00
29.4900,32548.00
29.5000,32547.00
29.5200,32546.00
29.5300,32545.00
29.5500,32544.00
29.5600,32543.00
29.5700,32542.00
29.5900,32541.00
29.6000,32540.00
29.6100,32539.00
29.6300,32538.00
29.6400,32537.00
29.6600,32536.00
29.6700,32535.00
29.6800,32534.00
29.7000,32533.00
29.7100,32532.00
29.7300,32531.00
29.7400,32530.00
29.7500,32529.00
29.7700,32528.00
29.7800,32527.00
29.8000,32526.00
29.8100,32525.00
29.8300,32524.00
29.8400,32523.00
29.8500,32522.00
29.8700,32521.00
29.8800,32520.00
29.9000,32519.00
29.9100,32518.00
29.9300,32517.00
29.9400,32516.00
29.9600,32515.00
29.9700,32514.00
29.9900,32513.00
30.0000,32512.00
30.0200,32511.00
30.0300,32510.00
30.0400,32509.00
30.0600,32508.00
30.0700,32507.00
30.0800,32506.00
30.1000,32505.00
30.1100,32504.00
30.1300,32503.00
30.1400,32502.00
30.1600,32501.00
30.1700,32500.00
30.1800,32499.00
30.2000,32498.00
30.2100,32497.00
30.2300,32496.00
30.2400,32495.00
30.2600,32494.00
30.2700,32493.00
30.2900,32492.00
30.3000,32491.00
30.3200,32490.00
30.3300,32489.00
30.3400,32488.00
30.3600,32487.00
30.3700,32486.00
30.3800,32485.00
